2013.06.18,10:11:28,24.9
2013.06.18,10:11:56,25.0
2013.06.18,10:12:07,24.9
2013.06.18,10:12:26,25.0
2013.06.18,10:12:37,24.9
2013.06.18,10:12:56,25.0
2013.06.18,10:13:07,24.9
2013.06.18,10:13:23,25.0
2013.06.18,10:13:35,24.9
2013.06.18,10:13:49,25.0
2013.06.18,10:14:00,24.9
2013.06.18,10:14:13,25.0
2013.06.18,10:14:23,24.9
2013.06.18,10:14:37,25.0
2013.06.18,10:14:48,24.9
2013.06.18,10:15:02,25.0
2013.06.18,10:15:13,24.9
2013.06.18,10:15:28,25.0
2013.06.18,10:15:39,24.9
2013.06.18,10:15:53,25.0
2013.06.18,10:16:04,24.9
2013.06.18,10:16:17,25.0
2013.06.18,10:16:28,24.9
2013.06.18,10:16:39,25.0
2013.06.18,10:16:50,24.9
2013.06.18,10:17:01,25.0
2013.06.18,10:17:12,24.9
2013.06.18,10:17:23,25.0
2013.06.18,10:17:34,24.9
2013.06.18,10:17:47,25.0
2013.06.18,10:17:57,24.9
2013.06.18,10:18:09,25.0
2013.06.18,10:18:20,24.9
2013.06.18,10:18:32,25.0
2013.06.18,10:18:42,24.9
2013.06.18,10:18:53,25.0
2013.06.18,10:19:08,25.1
2013.06.18,10:19:19,25.0
2013.06.18,10:19:35,25.1
2013.06.18,10:19:46,25.0
2013.06.18,10:20:05,25.1
2013.06.18,10:20:15,25.0
2013.06.18,10:20:31,25.1
2013.06.18,10:20:42,25.0
2013.06.18,10:20:53,25.1
2013.06.18,10:21:20,25.2
2013.06.18,10:21:31,25.1
2013.06.18,10:21:45,25.2
2013.06.18,10:21:56,25.1
2013.06.18,10:22:13,25.2
2013.06.18,10:22:23,25.1
2013.06.18,10:22:36,25.2
2013.06.18,10:22:47,25.1
2013.06.18,10:22:58,25.2
2013.06.18,10:23:17,25.3
2013.06.18,10:23:27,25.2
2013.06.18,10:23:40,25.3
2013.06.18,10:23:51,25.2
2013.06.18,10:24:02,25.3
2013.06.18,10:24:13,25.2
2013.06.18,10:24:26,25.3
2013.06.18,10:24:37,25.2
2013.06.18,10:24:47,25.3
2013.06.18,10:25:23,25.4
2013.06.18,10:25:34,25.3
2013.06.18,10:25:49,25.4
2013.06.18,10:25:59,25.3
2013.06.18,10:26:14,25.4
2013.06.18,10:26:25,25.3
2013.06.18,10:26:37,25.4
2013.06.18,10:27:34,25.5
2013.06.18,10:27:44,25.4
2013.06.18,10:28:04,25.5
2013.06.18,10:28:15,25.4
2013.06.18,10:28:37,25.5
2013.06.18,10:28:48,25.4
2013.06.18,10:29:05,25.5
2013.06.18,10:29:17,25.4
2013.06.18,10:29:43,25.5
2013.06.18,10:29:54,25.4
2013.06.18,10:30:09,25.5
2013.06.18,10:30:20,25.4
2013.06.18,10:30:34,25.5
2013.06.18,10:30:45,25.4
2013.06.18,10:30:56,25.5
2013.06.18,10:31:07,25.4
2013.06.18,10:31:19,25.5
2013.06.18,10:31:31,25.6
2013.06.18,10:31:42,25.5
2013.06.18,10:31:56,25.6
2013.06.18,10:32:07,25.5
2013.06.18,10:32:25,25.6
2013.06.18,10:32:36,25.5
2013.06.18,10:32:54,25.6
2013.06.18,10:33:05,25.5
2013.06.18,10:33:21,25.6
2013.06.18,10:33:32,25.5
2013.06.18,10:33:44,25.6
2013.06.18,10:33:55,25.5
2013.06.18,10:34:06,25.6
2013.06.18,10:34:17,25.5
2013.06.18,10:34:28,25.6
2013.06.18,10:35:11,25.7
2013.06.18,10:35:22,25.6
2013.06.18,10:35:39,25.7
2013.06.18,10:35:50,25.6
2013.06.18,10:36:06,25.7
2013.06.18,10:36:17,25.6
2013.06.18,10:36:32,25.7
2013.06.18,10:36:43,25.6
2013.06.18,10:36:57,25.7
2013.06.18,10:37:07,25.6
2013.06.18,10:37:52,25.7
2013.06.18,10:38:03,25.6
2013.06.18,10:38:19,25.7
2013.06.18,10:38:30,25.6
2013.06.18,10:38:53,25.7
2013.06.18,10:39:04,25.6
2013.06.18,10:39:23,25.7
2013.06.18,10:39:34,25.6
2013.06.18,10:39:50,25.7
2013.06.18,10:40:01,25.6
2013.06.18,10:40:19,25.7
2013.06.18,10:40:30,25.6
2013.06.18,10:40:53,25.7
